window,pos_l2,pos_nll,vel_nll,steer_nll,combined_nll,obj_dist_actual,obj_dist_pred,obj_dist_residual,obj_dist_slope,obj_dist_past_min,cusum_combined,has_adjacent_lane
0,0.013309995643794537,-6.227458953857422,-5.1043806076049805,-1.2948663234710693,-10.958396911621094,1.0,0.6721889972686768,0.32781100273132324,0.0,1.0,0.0,1.0
1,0.013119605369865894,-6.233843803405762,-5.032587051391602,-1.312535285949707,-10.916181564331055,1.0,0.6763262152671814,0.3236737847328186,0.0,1.0,0.5865094588913085,1.0
2,0.012826656922698021,-6.243192195892334,-4.725627899169922,-1.460343599319458,-10.753867149353027,1.0,0.6796582341194153,0.3203417658805847,0.0,1.0,1.3353333327606443,1.0
3,0.012640764936804771,-6.252532005310059,-4.732980728149414,-1.5777275562286377,-10.827780723571777,1.0,0.6830642223358154,0.31693577766418457,0.0,1.0,2.01024363241123,1.0
4,0.01277441531419754,-6.257377624511719,-4.94318962097168,-1.4684120416641235,-10.946135520935059,1.0,0.6873759031295776,0.31262409687042236,0.0,1.0,2.5667991346985346,1.0
5,0.012475882656872272,-6.263035774230957,-5.2534098625183105,-1.3961026668548584,-11.163814544677734,1.0,0.6911253333091736,0.3088746666908264,0.0,1.0,2.9056756132431634,1.0
6,0.012201818637549877,-6.271175384521484,-5.03921365737915,-1.41844642162323,-11.01176929473877,1.0,0.6950566172599792,0.30494338274002075,0.0,1.0,3.396597341726757,1.0
7,0.011785762384533882,-6.280140399932861,-4.918201446533203,-1.4415557384490967,-10.935479164123535,1.0,0.6977120637893677,0.3022879362106323,0.0,1.0,3.963809200825585,1.0
8,0.011308915913105011,-6.288896083831787,-5.115799903869629,-1.4539355039596558,-11.108504295349121,1.0,0.7002294659614563,0.2997705340385437,0.0,1.0,4.357995928698827,1.0
9,0.01085266936570406,-6.302557945251465,-5.212685585021973,-1.467987298965454,-11.20669937133789,1.0,0.7036093473434448,0.2963906526565552,0.0,1.0,4.6539875805832995,1.0
10,0.010188322514295578,-6.325550079345703,-5.164478778839111,-1.5786213874816895,-11.246443748474121,1.0,0.7083315849304199,0.2916684150695801,0.0,1.0,4.910234855331542,1.0
11,0.009637070819735527,-6.322168350219727,-3.685734272003174,-1.602145791053772,-10.071828842163086,1.0,0.707129955291748,0.29287004470825195,0.0,1.0,6.341097036390819,1.0
12,0.009317564778029919,-6.337353706359863,-3.871041774749756,-1.7119230031967163,-10.290148735046387,1.0,0.7050596475601196,0.29494035243988037,0.0,1.0,7.553639324566795,1.0
13,0.00997029896825552,-6.303280830383301,-5.458630561828613,-1.5987999439239502,-11.469585418701172,1.0,0.7061100006103516,0.29388999938964844,0.0,1.0,7.5867449290879865,1.0
14,0.009802333079278469,-6.28403377532959,-5.1381425857543945,-1.6827607154846191,-11.235928535461426,1.0,0.7077614665031433,0.2922385334968567,0.0,1.0,7.853507416848924,1.0
15,0.008759947493672371,-6.31059455871582,-2.657392740249634,-1.2849149703979492,-9.07896614074707,1.0,0.7053231000900269,0.29467689990997314,0.0,1.0,10.277232299324217,1.0
16,0.0038305693306028843,-6.449209213256836,2.4913265705108643,-0.1238250732421875,-4.518060684204102,1.0,0.69210284948349,0.30789715051651,0.0,1.0,17.26186263834248,1.0
17,0.0016478850739076734,-6.456611633300781,2.9579553604125977,-0.4438561201095581,-4.312175273895264,1.0,0.6731148958206177,0.3268851041793823,0.0,1.0,24.452378387669576,1.0
18,0.0012941351160407066,-6.467913627624512,0.6071577072143555,-1.0225861072540283,-6.493480205535889,1.0,0.6621397733688354,0.33786022663116455,0.0,1.0,29.46158920535605,1.0
