window,pos_l2,pos_nll,vel_nll,steer_nll,combined_nll,obj_dist_actual,obj_dist_pred,obj_dist_residual,obj_dist_slope,obj_dist_past_min,cusum_combined,has_adjacent_lane
0,0.0008531566709280014,-6.47238826751709,-3.905900716781616,-1.1153877973556519,-10.154802322387695,0.07318411022424698,0.6869900822639465,0.6138059496879578,0.0014209374785423279,0.058571457862854004,0.0,1.0
1,0.001157995779067278,-6.493695259094238,-3.9993953704833984,-1.173022747039795,-10.279723167419434,0.0749678909778595,0.694635272026062,0.6196674108505249,0.001461136736907065,0.060033880174160004,1.5236614100239176,1.0
2,0.0009787159506231546,-6.515902519226074,-4.64394474029541,-1.2917327880859375,-10.876924514770508,0.07691915333271027,0.6990926861763,0.622173547744751,0.0015032581286504865,0.06143856793642044,2.450121472696761,1.0
3,0.001527622458525002,-6.533938407897949,-4.675806045532227,-1.382636308670044,-10.965902328491211,0.07841968536376953,0.7017658948898315,0.623346209526062,0.001559173921123147,0.06288658827543259,3.2876037216489014,1.0
4,0.0028849279042333364,-6.539806842803955,-4.388794422149658,-1.4613375663757324,-10.781511306762695,0.080170638859272,0.7060957551002502,0.6259251236915588,0.0015821754932403564,0.06418010592460632,4.309476992329557,1.0
5,0.004205604083836079,-6.539605140686035,-4.305640697479248,-1.503734827041626,-10.735984802246094,0.08198920637369156,0.7099423408508301,0.6279531121253967,0.0016401029424741864,0.06540971249341965,5.376876767526815,1.0
6,0.005111741833388805,-6.537734031677246,-4.239453315734863,-1.4904320240020752,-10.67451286315918,0.08399517089128494,0.7108356356620789,0.6268404722213745,0.0016947753028944135,0.06673622876405716,6.505748481810986,1.0
7,0.005832838825881481,-6.52943229675293,-4.422639846801758,-1.5468354225158691,-10.840961456298828,0.08616115897893906,0.7109279036521912,0.6247667670249939,0.0017828278942033648,0.06794971972703934,7.468171602955509,1.0
8,0.00616961345076561,-6.520906925201416,-4.848572731018066,-1.6854321956634521,-11.242481231689453,0.08806223422288895,0.7101947665214539,0.6221325397491455,0.0018211313290521502,0.06977097690105438,8.029074948709408,1.0
9,0.0061944276094436646,-6.521773338317871,-5.233436584472656,-1.7459580898284912,-11.581501960754395,0.08925198763608932,0.7077581286430359,0.618506133556366,0.0018558154115453362,0.07135989516973495,8.250957565398364,1.0
10,0.006397866643965244,-6.523214817047119,-5.358340263366699,-1.7345943450927734,-11.677184104919434,0.09107710421085358,0.704746425151825,0.6136693358421326,0.0017853197641670704,0.07318411022424698,8.377158037922282,1.0
11,0.006819421891123056,-6.517245292663574,-5.2629194259643555,-1.6506065130233765,-11.552884101867676,0.0926845371723175,0.7024856805801392,0.609801173210144,0.0017899125814437866,0.0749678909778595,8.627658513497957,1.0
12,0.007260778918862343,-6.511748790740967,-5.648608207702637,-1.9717414379119873,-12.01650619506836,0.09459904581308365,0.6991603970527649,0.6045613288879395,0.0017517093801870942,0.07691915333271027,8.41453689587295,1.0
13,0.007409237790852785,-6.511253356933594,-5.673399925231934,-2.1690127849578857,-12.134479522705078,0.09615673869848251,0.6950106024742126,0.5988538861274719,0.0017977067036554217,0.07841968536376953,8.083441950611222,1.0
14,0.007015414070338011,-6.527663230895996,-5.654655456542969,-2.0461583137512207,-12.074466705322266,0.09762692451477051,0.6873179078102112,0.5896909832954407,0.0017762333154678345,0.080170638859272,7.812359822732308,1.0
15,0.006034938618540764,-6.51906681060791,-5.509989261627197,-1.937119483947754,-11.895618438720703,0.09899098426103592,0.6784461736679077,0.5794551968574524,0.001737524289637804,0.08198920637369156,7.720125961454956,1.0
16,0.006348072551190853,-6.518257141113281,-5.575157165527344,-1.9176119565963745,-11.937189102172852,0.10022838413715363,0.6744649410247803,0.5742365717887878,0.0016662015113979578,0.08399517089128494,7.586321436725456,1.0
17,0.006634619552642107,-6.517788887023926,-5.628836154937744,-2.077209711074829,-12.059462547302246,0.10160213708877563,0.6698829531669617,0.568280816078186,0.0015630250563845038,0.08616115897893906,7.330243466866561,1.0
18,0.006689254194498062,-6.523556709289551,-5.629964828491211,-2.1401755809783936,-12.097616195678711,0.10292329639196396,0.6651096940040588,0.5621864199638367,0.0015044336905702949,0.08806223422288895,7.036011848631201,1.0
19,0.006803915370255709,-6.527578353881836,-5.621954441070557,-2.1891744136810303,-12.119729995727539,0.10442201793193817,0.6604065895080566,0.5559845566749573,0.0015190342674031854,0.08925198763608932,6.719666430347013,1.0
20,0.00710632000118494,-6.5299201011657715,-5.660694599151611,-2.408182382583618,-12.262566566467285,1.0,0.6563286185264587,0.34367138147354126,0.0014827682171016932,0.09107710421085358,6.260484441323079,1.0
21,0.0035387880634516478,-6.599123954772949,-5.774285793304443,-2.485440969467163,-12.461273193359375,1.0,0.6556898355484009,0.3443101644515991,0.10081283003091812,0.0926845371723175,5.602595825407056,1.0
22,0.003827424952760339,-6.580057144165039,-5.784799575805664,-2.520231008529663,-12.468012809753418,1.0,0.651340126991272,0.348659873008728,0.10060010105371475,0.09459904581308365,4.937967593096989,1.0
23,0.0039505078457295895,-6.579727649688721,-5.813366889953613,-2.558112859725952,-12.509477615356445,1.0,0.6458566188812256,0.3541433811187744,0.10042703151702881,0.09615673869848251,4.231874555183895,1.0
24,0.003953069914132357,-6.5848283767700195,-5.82649040222168,-2.592405080795288,-12.542223930358887,1.0,0.6393012404441833,0.36069875955581665,0.10026367753744125,0.09762692451477051,3.4930352022683593,1.0
25,0.003948303870856762,-6.593125820159912,-5.830387115478516,-2.643792152404785,-12.57933235168457,1.0,0.6313431859016418,0.36865681409835815,0.10011211782693863,0.09899098426103592,2.71708742802714,1.0
26,0.0039429026655852795,-6.597087860107422,-5.827023506164551,-2.6633808612823486,-12.590397834777832,1.0,0.6262656450271606,0.37373435497283936,0.099974624812603,0.10022838413715363,1.9300741706926594,1.0
27,0.0035566058941185474,-6.607278823852539,-5.833786487579346,-2.7328741550445557,-12.640745162963867,1.0,0.6208676695823669,0.37913233041763306,0.09982198476791382,0.10160213708877563,1.0927135851721435,1.0
28,0.0032985403668135405,-6.6119184494018555,-5.832864761352539,-2.7580957412719727,-12.657257080078125,1.0,0.6171454787254333,0.38285452127456665,0.09967519342899323,0.10292329639196396,0.2388410825373697,1.0
29,0.0028573910240083933,-6.616872787475586,-5.829379081726074,-2.818565607070923,-12.689659118652344,1.0,0.612447202205658,0.38755279779434204,0.09950866550207138,0.10442201793193817,0.0,1.0
30,0.002190257655456662,-6.621457099914551,-5.828738212585449,-2.883004903793335,-12.725950241088867,1.0,0.606608510017395,0.393391489982605,0.0,1.0,0.0,1.0
31,0.0017362182261422276,-6.623080253601074,-5.833983421325684,-2.8973140716552734,-12.738924026489258,1.0,0.6017916798591614,0.3982083201408386,0.0,1.0,0.0,1.0
32,0.0013268671464174986,-6.623844146728516,-5.816232681274414,-2.9408016204833984,-12.747231483459473,1.0,0.5961370468139648,0.40386295318603516,0.0,1.0,0.0,1.0
33,0.0014174238312989473,-6.6260247230529785,-5.860417366027832,-3.005357027053833,-12.817037582397461,1.0,0.5918731689453125,0.4081268310546875,0.0,1.0,0.013653004954109704,1.0
34,0.0016105298418551683,-6.628802299499512,-5.845649242401123,-3.031174659729004,-12.82090950012207,1.0,0.5892750024795532,0.4107249975204468,0.0,1.0,0.031177927632828784,1.0
35,0.0018253647722303867,-6.631606101989746,-5.84724235534668,-3.0538694858551025,-12.836335182189941,1.0,0.5865219831466675,0.4134780168533325,0.0,1.0,0.06412853237941896,1.0
36,0.0018221052596345544,-6.634761810302734,-5.8562517166137695,-3.0484111309051514,-12.843968391418457,1.0,0.58570396900177,0.41429603099823,0.0,1.0,0.10471234635452475,1.0
37,0.0018524611368775368,-6.6354169845581055,-5.872093200683594,-3.0398006439208984,-12.852992057800293,1.0,0.583509087562561,0.41649091243743896,0.0,1.0,0.1543198267114665,1.0
38,0.0019285257440060377,-6.636030197143555,-5.909660339355469,-3.029857873916626,-12.878686904907227,1.0,0.5787715911865234,0.42122840881347656,0.0,1.0,0.22962215417534182,1.0
39,0.001794052659533918,-6.63780403137207,-5.832057952880859,-3.021421194076538,-12.81416130065918,1.0,0.5747307538986206,0.4252692461013794,0.0,1.0,0.24039887739117027,1.0
40,0.0015880308346822858,-6.6443071365356445,-5.843466758728027,-3.0538203716278076,-12.845990180969238,1.0,0.572069525718689,0.42793047428131104,0.0,1.0,0.2830044809170573,1.0
41,0.0014105599839240313,-6.65029239654541,-5.835207462310791,-3.0738773345947266,-12.85539722442627,1.0,0.5705155730247498,0.42948442697525024,0.0,1.0,0.3350171278999756,1.0
42,0.001571774948388338,-6.652759552001953,-5.620602607727051,-3.1049118041992188,-12.701698303222656,1.0,0.568771243095398,0.43122875690460205,0.0,1.0,0.23333085367928064,1.0
