window,position_pred_mean_0,position_pred_var_0,position_actual_0,position_pred_mean_1,position_pred_var_1,position_actual_1,position_residual_l2,position_nll,velocity_pred_mean_0,velocity_pred_var_0,velocity_actual_0,velocity_pred_mean_1,velocity_pred_var_1,velocity_actual_1,velocity_residual_l2,velocity_nll,steering_pred_mean,steering_pred_var,steering_actual,steering_residual,steering_nll,acceleration_pred_mean,acceleration_pred_var,acceleration_actual,acceleration_residual,acceleration_nll,traffic_light_state_pred_mean,traffic_light_state_pred_var,traffic_light_state_actual,traffic_light_state_residual,traffic_light_state_nll,traffic_light_detected_pred,traffic_light_detected_actual,traffic_light_detected_residual,traffic_light_discrepancy_pred,traffic_light_discrepancy_actual,traffic_light_discrepancy_residual,traffic_light_discrepancy_calibrated_pred,traffic_light_discrepancy_calibrated_residual,has_adjacent_lane_actual,n_objects_actual,combined_nll,t_sim,t_bag_rel,t_rel_fault,cusum_combined,cusum_tl_state,cusum_tl_discrepancy,permanent_stop_rel_s,likely_static_collision,mrm_first_trigger_rel_s
0,0.001174965756945312,2.6254022600369353e-07,0.0009993271669372916,0.0007755097467452288,2.3568470908230665e-07,0.0005776015459559858,0.00026460643857717514,-13.227094650268555,0.11927219480276108,0.0005230632377788424,0.09871578961610794,0.5615289807319641,0.0004568609001580626,0.5522143840789795,0.02256828546524048,-5.2867045402526855,0.5389610528945923,0.0005011397879570723,0.5787563323974609,0.03979527950286865,-1.3003119230270386,0.9797382354736328,0.0037446534261107445,1.0,0.020261764526367188,-1.8199578523635864,0.32812434434890747,0.00456059817224741,0.33000001311302185,0.0018756687641143799,-1.7758265733718872,0.7723241448402405,1.0,0.22767585515975952,0.054268620908260345,0.0,0.054268620908260345,0.027317889034748077,0.027317889034748077,1.0,2.0,-18.10661506652832,1784745286.2426233,2.9958548545837402,,0.0,0.0,0.0,,False,29.69696307182312
1,0.0011997540714219213,2.50427859782576e-07,0.0010388802038505673,0.0007971161976456642,2.2529175680574554e-07,0.0006019443972036242,0.0002529277408029884,-13.27889347076416,0.12246377766132355,0.0005097846733406186,0.10489088296890259,0.56233811378479,0.0004411888658069074,0.553246259689331,0.0197855606675148,-5.419342041015625,0.5391029715538025,0.00047612827620469034,0.5754716396331787,0.03636866807937622,-1.5169774293899536,0.9812710285186768,0.003655999433249235,1.0,0.018728971481323242,-1.8387819528579712,0.32846981287002563,0.004438870586454868,0.33000001311302185,0.0015302002429962158,-1.789475440979004,0.7881330251693726,1.0,0.21186697483062744,0.05577491596341133,0.0,0.05577491596341133,0.028296835720539093,0.028296835720539093,1.0,2.0,-18.37285614013672,1784745286.348031,3.1012625694274902,,0.0,0.0,0.0,,False,29.69696307182312
2,0.001223827595822513,2.3953711547619605e-07,0.001113816280849278,0.0008194763213396072,2.157987211148793e-07,0.0006514551932923496,0.00020083223353140056,-13.368188858032227,0.12553633749485016,0.0004979652003385127,0.10947609692811966,0.5629295110702515,0.0004251948557794094,0.5538780689239502,0.018435290083289146,-5.490767002105713,0.539069652557373,0.00045128053170628846,0.5731936693191528,0.034124016761779785,-1.6426117420196533,0.982818603515625,0.003570099826902151,1.0,0.017181396484375,-1.8572989702224731,0.3284153938293457,0.004329760558903217,0.33000001311302185,0.0015846192836761475,-1.8018931150436401,0.8023725152015686,1.0,0.1976274847984314,0.057492345571517944,0.0,0.057492345571517944,0.02942296490073204,0.02942296490073204,1.0,2.0,-18.582109451293945,1784745286.4528482,3.2060797214508057,,0.0,0.0,0.0,,False,29.69696307182312
3,0.0012451598886400461,2.2549303935193166e-07,0.0011694870190694928,0.0008511985652148724,2.0382181276090705e-07,0.0006881615845486522,0.0001797427103156224,-13.439716339111328,0.12906789779663086,0.0004839341854676604,0.11507879942655563,0.5631155967712402,0.00040168542182072997,0.5544250011444092,0.016468798741698265,-5.592620849609375,0.5385289192199707,0.0004166985163465142,0.5708663463592529,0.03233742713928223,-1.717880129814148,0.9847398996353149,0.003455202095210552,1.0,0.015260100364685059,-1.8813000917434692,0.32724034786224365,0.004175970330834389,0.33000001311302185,0.0027596652507781982,-1.8193538188934326,0.8158643841743469,1.0,0.18413561582565308,0.05895087867975235,0.0,0.05895087867975235,0.030387548729777336,0.030387548729777336,1.0,2.0,-18.77275276184082,1784745286.5468314,3.300062894821167,,0.0,0.0,0.0,,False,29.69696307182312
4,0.0012766411527991295,2.1152320073269948e-07,0.001247465261258185,0.0008883026894181967,1.917106544624403e-07,0.0007377704605460167,0.0001533335744170472,-13.519115447998047,0.1332891285419464,0.00046954580466262996,0.12077780812978745,0.5628806352615356,0.00037767496542073786,0.5542434453964233,0.015203097835183144,-5.669284343719482,0.5376237630844116,0.0003816776443272829,0.5664634704589844,0.028839707374572754,-1.9269589185714722,0.9864886999130249,0.0033408741001039743,1.0,0.013511300086975098,-1.9045014381408691,0.32643067836761475,0.0039900727570056915,0.33000001311302185,0.0035693347454071045,-1.8414379358291626,0.8273180723190308,1.0,0.17268192768096924,0.05938002094626427,0.0,0.05938002094626427,0.03067278116941452,0.03067278116941452,1.0,2.0,-19.018022537231445,1784745286.6517587,3.4049901962280273,,0.1185213206984983,0.0,0.0,,False,29.69696307182312
5,0.0013140139635652304,2.004300228009015e-07,0.0008527487516403198,0.0009244643151760101,1.8175002480802505e-07,0.0005070907063782215,0.0006220662035048008,-12.623835563659668,0.13783511519432068,0.00045765936374664307,0.12662215530872345,0.5619956254959106,0.00035917432978749275,0.5539808869361877,0.013782833702862263,-5.745882511138916,0.5362831950187683,0.00035437382757663727,0.5639565587043762,0.02767336368560791,-1.9731216430664062,0.9876830577850342,0.00325233512558043,1.0,0.01231694221496582,-1.9219297170639038,0.3266022801399231,0.0038245199248194695,0.33000001311302185,0.003397732973098755,-1.86271333694458,0.8381766080856323,1.0,0.16182339191436768,0.060116030275821686,0.0,0.060116030275821686,0.031163448467850685,0.031163448467850685,1.0,2.0,-18.207101821899414,1784745286.746255,3.4994864463806152,,0.0,0.0033636345187479932,0.0,,False,29.69696307182312
6,0.0013531588483601809,1.9249526417297602e-07,0.001854140660725534,0.0009590096306055784,1.7426869192149752e-07,0.0011095000663772225,0.0005230967071838677,-12.95815658569336,0.142576664686203,0.0004483188677113503,0.1325734704732895,0.5606215000152588,0.0003464434703346342,0.5540360808372498,0.01197629515081644,-5.8268327713012695,0.5346229076385498,0.00033486675238236785,0.5623421669006348,0.02771925926208496,-1.9346919059753418,0.9884247779846191,0.0031847457867115736,1.0,0.01157522201538086,-1.9347174167633057,0.32759523391723633,0.0037110010161995888,0.33000001311302185,0.0024047791957855225,-1.8785091638565063,0.8493621349334717,1.0,0.15063786506652832,0.06180994212627411,0.0,0.06180994212627411,0.032299820333719254,0.032299820333719254,1.0,2.0,-18.58696937561035,1784745286.8511326,3.6043641567230225,,0.0,0.022523095949422256,0.0,,False,29.69696307182312
7,0.0014094964135438204,1.8620382036260708e-07,0.0014330986887216568,0.0009958627633750439,1.679429573187008e-07,0.0008682389743626118,0.00012978790618944913,-13.660167694091797,0.14849647879600525,0.0004394602437969297,0.13853277266025543,0.5587404370307922,0.0003376165695954114,0.5532463788986206,0.01137805450707674,-5.866250038146973,0.5325973629951477,0.0003197876794729382,0.5581697225570679,0.025572359561920166,-2.082519769668579,0.9889061450958252,0.003125926945358515,1.0,0.011093854904174805,-1.9453877210617065,0.3281899690628052,0.0036276134196668863,0.33000001311302185,0.0018100440502166748,-1.8902000188827515,0.8612022995948792,1.0,0.13879770040512085,0.0650690570473671,0.0,0.0650690570473671,0.03451357036828995,0.03451357036828995,1.0,2.0,-19.394428253173828,1784745286.9557557,3.708987236022949,,0.4949270366408811,0.053373412406341636,0.0,,False,29.69696307182312
8,0.0014616406988352537,1.8166863924307108e-07,0.001420213608071208,0.0010294339153915644,1.6321092743964982e-07,0.0008640406304039061,0.00017050262249540538,-13.648248672485352,0.15416178107261658,0.00043244121479801834,0.14565624296665192,0.5567157864570618,0.0003319696697872132,0.5474042296409607,0.012611472979187965,-5.826149940490723,0.5304933786392212,0.0003088296507485211,0.5534617304801941,0.0229683518409729,-2.268317937850952,0.9889489412307739,0.003084447467699647,1.0,0.011051058769226074,-1.9519556760787964,0.3288097381591797,0.0035807329695671797,0.3296777307987213,0.000867992639541626,-1.897050142288208,0.8727606534957886,1.0,0.12723934650421143,0.06939146667718887,0.0,0.06939146667718887,0.03750358894467354,0.03750358894467354,1.0,2.0,-19.443328857421875,1784745287.04288,3.796111583709717,,1.038754677529809,0.09107385226871756,0.0,,False,29.69696307182312
9,0.0015088883228600025,1.7785930594982347e-07,0.0014960016123950481,0.0010626418516039848,1.591034930470414e-07,0.0009195141028612852,0.00014370671124197543,-13.695269584655762,0.15953195095062256,0.00042706908425316215,0.15067903697490692,0.5552501082420349,0.0003260734665673226,0.545245349407196,0.01335923932492733,-5.810355186462402,0.5287593603134155,0.00029760508914478123,0.5514797568321228,0.022720396518707275,-2.273648738861084,0.988782525062561,0.0030459777917712927,1.0,0.011217474937438965,-1.957372784614563,0.3279242515563965,0.0035312685649842024,0.33000001311302185,0.002075761556625366,-1.9035004377365112,0.8833321332931519,1.0,0.11666786670684814,0.07499026507139206,0.0,0.07499026507139206,0.04146496579051018,0.04146496579051018,1.0,2.0,-19.480377197265625,1784745287.1496346,3.9028661251068115,,1.619630658262487,0.1352245875793967,0.0,,False,29.69696307182312
