position_loss,velocity_loss,steering_loss,acceleration_loss,traffic_light_state_loss,total_nll,position_l2_raw,velocity_l1_raw,traffic_light_loss,traffic_light_discrepancy_loss,total_loss
-1.8148827577892104,-3.084675555480154,-0.4820312296089373,-2.0430228798012986,-0.8476404553965519,-8.272252895957545,0.008584412751033117,0.015597829072360406,0.044141875423098866,0.027736407047823857,-8.200374573155454
-1.8123802172510248,-3.0834169329258434,-0.48033596894197295,-2.034567201346682,-0.8476273335908588,-8.25832766148082,0.00852306485993036,0.015631184557027986,0.04410076404741982,0.027807921912978616,-8.186418958295855
-1.8071821016177796,-3.078476152921978,-0.48067490803567986,-2.0367664169846917,-0.8444975804864314,-8.247597145615963,0.008535911891151939,0.015600294560978287,0.04365449407252303,0.02764536182216385,-8.176297264768365
-1.813962645698012,-3.081476588834796,-0.48081638802561844,-2.0325236684397647,-0.8471699296382436,-8.255949189370138,0.008561140645230026,0.01563721235122597,0.04387398415098065,0.027710372774878093,-8.184364829147071
-1.8026605271456535,-3.074878020035593,-0.47593440769011514,-2.034636518411469,-0.8438868106457225,-8.231996291980408,0.008425100402612436,0.015497495649023014,0.043646820366644024,0.02782047376559492,-8.160528999462462
-1.7948726193946705,-3.07419152176171,-0.4794234826899411,-2.0291577740719444,-0.8430108858827959,-8.22065623266655,0.00849067683805499,0.015580872152196733,0.04388686472125221,0.027715683715385304,-8.149053665629605
-1.7908158553274054,-3.060771215171145,-0.47647782815130135,-2.0264575088233276,-0.8433031970994515,-8.197825619212368,0.008440418177071893,0.015408123447968249,0.04358612887169185,0.02751857775606607,-8.126720906977068
-1.7921257412224485,-3.049849798804835,-0.4745405231651507,-2.030129088853535,-0.8432045238059863,-8.189849634337843,0.008429539566369434,0.015514982769494517,0.043672848048440197,0.027580836101582174,-8.118595921365838
-1.7892384838639643,-3.0505221609483684,-0.47506702490020214,-2.0251187558759725,-0.843467376524942,-8.183413781617817,0.00843855507769867,0.015345026954616372,0.04346055870777682,0.027416230231654227,-8.11253695738943
-1.7842446461058499,-3.0405337977827642,-0.4736421989767175,-2.026996267469306,-0.8420899688151845,-8.16750688218234,0.008410849092168765,0.0153219993569349,0.04330940087113464,0.027491220831871034,-8.09670628497475
-1.80137053874501,-3.0547193686167398,-0.4770074219034429,-2.0300248104229306,-0.8445115875779536,-8.207633711162366,0.008492779032441607,0.015438775881602054,0.0436557147259775,0.027463788565313608,-8.136514230360065
