fault_class,position_nll_delta,velocity_nll_delta,steering_nll_delta,acceleration_nll_delta,traffic_light_color_nll_delta,traffic_light_confidence_nll_delta,traffic_light_discrepancy_residual_delta
IMU,-0.5851805583592369,27.689120739825754,1068.7241968014953,-2.2007188888348828,0.6269316830191567,0.7465101708062885,1.2550627756129276
TL/camera,0.0551790009751868,1.5889545215540617,0.30887718150751753,0.5121789725562207,1.627561429711837,0.9796349710581667,0.7875752945441873
