campaign,position_nll_delta,velocity_nll_delta,steering_nll_delta,acceleration_nll_delta,traffic_light_color_nll_delta,traffic_light_confidence_nll_delta,traffic_light_discrepancy_residual_delta
imu_fault_s1,-0.15139623931882623,1.12877888833314,0.55728759983989,0.03875884003604618,0.9794569389335428,1.962077173679469,0.3352241596386756
imu_fault_s3,0.23030147567159165,8.602494368809271,3.8343037304282204,1.0468439695413494,0.5850407119621516,-0.63153603962642,0.8243596890249167
imu_fault_scale,-7.986836411042426,-39.527134624099325,-294.8536895778872,-14.054742810326973,-3.4458431172485877,-11.448819566287916,0.986684192307641
imu_fault_stuck,5.567208941252713,140.55234432625994,4565.3588854536,4.166264445410047,4.3890721984295205,13.10431911546002,2.873983061480477
tl_fault_ramp,0.3031179393693533,2.7660544286829825,0.1294428912658803,0.3797625678950429,2.430519907848516,2.5064236088655245,0.4061500654171594
tl_fault_s2,0.2878904531072674,1.355137780007223,0.3471586747671833,0.5746649528789418,4.031710271777411,1.231621340911949,0.566196388338677
tl_fault_s3,-0.24816389911661277,0.9268852963952418,0.40889329692125664,0.6126178214255984,0.05073648159266051,0.2213557876518045,1.1705574904792646
tl_fault_s4,-0.12212848945926069,1.3077405811307996,0.35001386307574983,0.4816705480252997,-0.0027209423712390526,-0.04086085319661117,1.0073972339416482
